oid,candoid,mjd,fid,magpsf,sigmapsf,magpsf_corr,sigmapsf_corr_ext
ZTF17aaaehye,914450155515010041,58668.45015050005,1,17.84852,0.10041599,16.553736,0.03047118
ZTF17aaaehye,978280615515010036,58732.28061340004,1,16.367931,0.051842514,18.885117,0.52669615
ZTF17aaaehye,973305835515010038,58727.30583330011,1,16.406075,0.032266185,18.558704,0.23431452
ZTF17aaaehye,1473139035515015008,59227.139039400034,2,11.790811,0.019664567,11.685235,0.01784244
ZTF17aaaehye,1403119005515010009,59157.119004600216,2,15.0505,0.063509,14.991452,0.060147304
ZTF17aaaehye,1431155635515025012,59185.15563660022,2,16.762169,0.18022788,14.163986,0.016464518
ZTF17aaaehye,1382224005515010021,59136.2240046002,1,16.370655,0.04085289,18.857826,0.40372998
ZTF17aaaehye,1341321635515010011,59095.321631900035,1,16.366879,0.036737528,18.895872,0.3773176
ZTF17aaaehye,738113135515015025,58492.11313659977,2,13.019821,0.023633312,12.721056,0.017948097
ZTF17aaaehye,1358306465515010022,59112.30646990007,1,16.35777,0.04154787,18.99412,0.471073
ZTF17aaaehye,1326318555515010017,59080.31855319999,2,15.0211,0.055312,15.020049,0.055258505
ZTF17aaaehye,1323338575515010010,59077.33857640019,1,16.42929,0.049940977,18.403534,0.3077191
ZTF17aaaehye,1286463575515010014,59040.46357640019,1,16.707878,0.06223806,17.455513,0.12391103
ZTF17aaaehye,1037156085515010024,58791.15608800016,1,16.321207,0.046563223,19.527826,0.89266944
ZTF17aaaehye,1364229605515010014,59118.229606499895,2,14.773218,0.04630532,15.341444,0.07814859
ZTF17aaaehye,1040109225515010007,58794.109224500135,2,14.70855,0.05620068,15.460157,0.11230122
ZTF17aaaehye,1372322815515010010,59126.322812499944,2,14.763988,0.048835114,15.357203,0.084336996
ZTF17aaaehye,1010277085515010014,58764.277083300054,1,16.312304,0.04294769,19.714363,0.98574245
ZTF17aaaehye,1004207045515010048,58758.207048600074,1,16.332521,0.038851157,19.33101,0.6148929
ZTF17aaaehye,879427185515015013,58633.427187500056,2,13.337671,0.024809903,12.953522,0.017416677
ZTF17aaaehye,728099525515015047,58482.09952550009,2,14.256049,0.021264626,13.509433,0.010690826
ZTF17aaaehye,1336451975515010016,59090.45197919989,2,14.8984,0.053492,15.15826,0.06795681
ZTF17aaaehye,970281815515010017,58724.28181710001,2,14.984073,0.051302966,15.058347,0.054935366
